0.00,41.81
0.00,41.78
0.00,41.54
0.00,41.36
0.00,41.56
120.00,41.50
120.00,41.58
120.00,41.62
120.00,41.31
120.00,41.43
120.00,41.64
120.00,41.64
120.00,41.55
120.00,41.73
120.00,42.13
120.00,42.27
120.00,42.36
120.00,42.50
120.00,43.04
120.00,43.42
120.00,43.64
120.00,43.84
120.00,44.31
120.00,44.91
120.00,45.41
120.00,45.75
120.00,45.98
120.00,46.59
120.00,47.39
120.00,47.95
120.00,48.25
120.00,48.71
120.00,49.35
120.00,50.03
120.00,50.60
120.00,50.91
120.00,51.47
120.00,52.19
120.00,52.85
120.00,53.35
120.00,53.80
120.00,54.61
120.00,55.31
120.00,55.64
120.00,56.15
120.00,57.10
120.00,57.58
120.00,58.15
120.00,58.48
120.00,59.22
120.00,60.07
120.00,60.26
120.00,60.93
120.00,61.66
120.00,62.10
120.00,62.76
120.00,63.72
120.00,63.97
120.00,64.40
120.00,65.21
120.00,65.83
120.00,66.37
120.00,66.87
120.00,67.76
120.00,68.21
120.00,68.56
120.00,69.25
120.00,70.12
120.00,70.35
120.00,70.60
120.00,71.33
120.00,72.20
120.00,72.38
120.00,72.75
120.00,73.66
120.00,74.22
120.00,74.56
120.00,75.20
120.00,75.60
120.00,76.09
120.00,76.57
120.00,77.24
120.00,77.76
120.00,78.02
120.00,78.84
120.00,79.48
120.00,79.81
120.00,80.40
120.00,80.88
120.00,81.26
120.00,81.42
120.00,82.24
120.00,82.94
120.00,83.21
120.00,83.97
120.00,84.64
120.00,84.68
120.00,84.96
120.00,85.54
120.00,86.28
120.00,86.43
120.00,86.96
120.00,88.05
120.00,88.05
120.00,88.25
120.00,89.10
120.00,89.75
120.00,89.80
120.00,90.34
120.00,90.90
120.00,91.50
120.00,91.81
120.00,92.44
120.00,93.03
120.00,92.85
120.00,93.54
120.00,94.39
120.00,94.25
120.00,94.34
120.00,95.41
120.00,95.81
120.00,96.06
120.00,96.93
120.00,97.24
120.00,97.60
120.00,98.03
120.00,98.14
120.00,98.62
120.00,98.84
120.00,99.62
120.00,100.18
120.00,100.64
120.00,100.58
120.00,101.64
120.00,102.18
120.00,102.18
120.00,102.60
120.00,102.97
120.00,103.16
120.00,103.28
120.00,104.11
120.00,104.30
120.00,104.75
120.00,106.22
120.00,105.48
120.00,106.15
120.00,106.57
120.00,107.05
120.00,107.97
120.00,108.26
120.00,108.05
120.00,108.63
120.00,108.48
120.00,108.77
120.00,110.05
120.00,110.20
120.00,110.05
120.00,110.74
120.00,110.36
120.00,111.06
120.00,111.45
120.00,112.67
120.00,111.77
120.00,112.59
120.00,113.00
120.00,113.68
120.00,113.76
120.00,114.36
120.00,114.36
120.00,114.71
120.00,115.78
120.00,115.24
120.00,116.60
120.00,116.23
120.00,116.88
120.00,116.51
120.00,117.83
120.00,117.63
120.00,117.25
120.00,117.63
120.00,119.00
120.00,118.50
120.00,119.49
120.00,120.41
120.00,119.39
120.00,119.90
120.00,120.83
120.00,121.67
120.00,121.78
120.00,122.21
120.00,121.35
120.00,122.87
120.00,123.09
120.00,122.10
120.00,122.98
120.00,124.23
120.00,124.57
120.00,123.77
120.00,124.57
120.00,123.88
120.00,125.28
120.00,125.16
120.00,125.40
120.00,125.52
120.00,125.75
120.00,125.28
120.00,125.88
120.00,126.73
120.00,126.85
120.00,126.36
120.00,128.11
120.00,128.11
120.00,128.63
120.00,128.76
120.00,129.42
120.00,130.23
120.00,128.50
120.00,129.42
120.00,130.09
120.00,130.78
120.00,131.34
120.00,131.34
120.00,131.34
120.00,130.78
120.00,131.34
120.00,131.20
120.00,132.33
120.00,132.62
120.00,133.06
120.00,134.56
120.00,133.36
120.00,134.72
120.00,133.06
120.00,134.26
120.00,134.41
120.00,134.26
120.00,135.50
120.00,135.03
120.00,137.11
120.00,134.72
120.00,136.78
120.00,137.44
120.00,136.13
120.00,136.45
120.00,136.29
120.00,136.78
120.00,138.62
120.00,139.13
120.00,138.79
120.00,137.94
120.00,137.77
120.00,139.66
120.00,138.79
120.00,139.84
120.00,138.45
120.00,139.13
120.00,140.73
120.00,139.66
120.00,139.66
120.00,138.62
120.00,141.65
120.00,140.55
120.00,141.84
120.00,143.17
120.00,140.01
120.00,142.40
120.00,143.56
120.00,141.28
120.00,142.59
120.00,143.95
120.00,143.95
120.00,145.56
120.00,144.55
120.00,144.95
120.00,145.77
120.00,143.36
120.00,143.95
120.00,145.36
120.00,145.77
120.00,145.98
120.00,147.47
120.00,146.61
120.00,147.25
120.00,147.04
120.00,146.61
120.00,147.04
120.00,148.12
120.00,147.68
120.00,145.98
120.00,149.47
120.00,147.47
120.00,148.34
120.00,148.57
120.00,149.01
120.00,150.16
120.00,149.70
120.00,147.90
120.00,147.68
120.00,149.47
120.00,151.82
120.00,149.24
120.00,149.47
120.00,150.16
120.00,152.07
120.00,150.63
120.00,152.81
120.00,151.58
120.00,153.56
120.00,150.39
120.00,152.07
120.00,151.58
120.00,152.56
120.00,151.82
120.00,151.82
120.00,152.56
120.00,153.31
120.00,154.33
120.00,156.46
120.00,151.82
120.00,153.31
120.00,155.11
120.00,153.06
120.00,153.31
120.00,154.07
120.00,156.46
120.00,156.73
120.00,154.59
120.00,155.38
120.00,154.85
120.00,154.85
120.00,158.13
120.00,157.56
120.00,157.56
120.00,155.11
120.00,156.18
120.00,156.46
120.00,160.18
120.00,155.11
120.00,158.99
120.00,157.56
120.00,156.73
120.00,161.70
120.00,157.56
120.00,160.48
120.00,158.70
120.00,160.48
120.00,161.70
120.00,161.09
120.00,163.62
120.00,162.33
120.00,160.18
120.00,163.95
120.00,162.65
120.00,162.97
120.00,159.88
120.00,162.02
120.00,160.78
120.00,161.70
120.00,160.48
120.00,164.95
120.00,162.97
120.00,164.95
120.00,162.02
120.00,167.03
120.00,164.95
120.00,164.95
120.00,168.10
120.00,164.28
120.00,163.29
120.00,162.97
120.00,165.29
120.00,167.74
120.00,167.03
120.00,167.03
120.00,164.61
120.00,167.38
120.00,165.63
120.00,164.95
120.00,166.67
120.00,166.32
120.00,167.74
120.00,163.95
120.00,168.10
120.00,164.61
120.00,168.47
120.00,168.10
120.00,167.03
120.00,168.47
120.00,166.32
120.00,171.52
120.00,166.32
120.00,169.97
120.00,168.47
120.00,167.38
120.00,168.10
120.00,168.84
120.00,166.32
120.00,171.13
120.00,170.74
120.00,170.35
120.00,166.32
120.00,170.35
120.00,170.74
120.00,173.14
120.00,167.03
120.00,173.97
120.00,172.73
120.00,165.29
120.00,168.84
120.00,170.74
120.00,173.55
120.00,171.52
120.00,172.73
120.00,172.32
120.00,171.13
120.00,170.35
120.00,177.47
120.00,171.52
120.00,175.68
120.00,174.82
120.00,177.02
120.00,173.97
120.00,172.32
120.00,174.82
120.00,174.39
120.00,177.47
120.00,173.14
120.00,168.10
120.00,172.32
120.00,177.02
120.00,173.55
120.00,176.57
120.00,177.02
120.00,177.02
120.00,176.57
120.00,176.57
120.00,175.68
120.00,179.81
120.00,175.68
120.00,175.25
120.00,176.12
120.00,177.47
120.00,181.28
0.00,178.39
0.00,177.02
0.00,177.93
0.00,175.68
0.00,177.47
0.00,177.93
0.00,176.12
0.00,179.33
0.00,176.57
0.00,176.12
0.00,179.81
0.00,173.55
0.00,173.97
0.00,179.81
0.00,181.28
0.00,177.02
0.00,178.39
0.00,176.57
0.00,174.82
0.00,173.14
0.00,171.92
0.00,171.13
0.00,176.12
0.00,173.14
0.00,171.92
0.00,173.14
0.00,174.39
0.00,172.32
0.00,171.13
0.00,171.52
0.00,168.84
0.00,171.92
0.00,172.73
0.00,169.97
0.00,167.74
0.00,164.28
0.00,172.73
0.00,167.03
0.00,170.35
0.00,165.63
0.00,163.29
0.00,168.84
0.00,165.63
0.00,165.29
0.00,166.67
0.00,164.95
0.00,162.65
0.00,162.65
0.00,162.65
